label,text
custom.language,Osmanlıca 4. Kur
custom.language,Söz öyrənmək
custom.language,İNGİLİZCE
custom.language,İngilizce kelime
custom.language,İngilizce çalış
custom.lipstick,Cilt bakımı
custom.lipstick,Hazırlan
custom.lipstick,Hazırlan!!
custom.lipstick,Yüz bakımı/Giyin/Odanı Topla
custom.razor,Odanı Topla
custom.shower,Ağız Bakımı
custom.shower,Banyo
custom.shower,Cleaning
custom.shower,Dus al
custom.shower,Duschen
custom.shower,Duş
custom.shower,Duş al
custom.shower,Duş al ve hazırlan
custom.shower,Duşa gir
custom.shower,Duşa hazırlık ve duşşşş
custom.shower,Kişisel bakım
custom.shower,Saç
custom.shower,Shower
custom.shower,To take a shower
custom.shower,Vücudunu nemlendir
custom.shower,duş
custom.shower,duş al
custom.shower,yıkan
custom.sit,Ders Çalış🙀
custom.sit,Dinlen
custom.sit,Kitap oku
custom.sit,Okul
custom.sit,Serif Boy
custom.sit,Yarına Hazırlık
custom.toothbrush,Bakım (Banyo)
custom.toothbrush,Diş Temizliği
custom.toothbrush,Diş fırçala
custom.toothbrush,Diş ve Dil Temizliği
custom.toothbrush,Dişlerini fırçala
custom.toothbrush,Hazırlan
custom.toothbrush,Sabah rutini
custom.toothbrush,dişlerini fırçala!🦷
desktopcomputer,Dinlenme
desktopcomputer,DİZİ/FİLM
desktopcomputer,Etik
desktopcomputer,GINT
desktopcomputer,Gelişim
desktopcomputer,Mac’e Programı İndir
desktopcomputer,PT Sunum Konumlandırma
desktopcomputer,Python
desktopcomputer,Python Çalış
desktopcomputer,Study
desktopcomputer,Uzatma klasorleri
desktopcomputer,matematik konu vidoları
doc.fill,Break
doc.fill,Ders Etütü
doc.fill,Study
doc.richtext,Ödev yap
drop.fill,10 Yudum Su
drop.fill,Su iç
drop.fill,Water
envelope.fill,Epostalarını kontrol et
eyedropper,cilt bakımı yap!🧖🏻‍♀️
eyeglasses,Ayt kimya vaf bul
eyeglasses,Kitap oku
eyeglasses,Rapor satın alma
eyeglasses,wordle
figure.walk,Evden çıkış
figure.walk,Kütüphaneye Yürü
figure.walk,Tur atmak veya eksersiz yapmak
figure.walk,Yürüyüş
figure.walk,Yürüyüşe çık!
figure.wave,El-Dirsek-Topuk Bakımı
film.fill,Doctor Strange 2
film.fill,Kalan herigilo izlegil
film.fill,✨İroş Film Time!
flag.fill,Boş zaman
flame.fill,Kuran
gamecontroller.fill,Oyun
gamecontroller.fill,Oyun Oyna
gamecontroller.fill,Oyun oyna
gamecontroller.fill,oyun
globe,Dil pratiği
globe,Türkiye haritası
globe,İngilizce ödevi
guitars,Gitar
guitars,💃🏻
hammer.fill,İçmesuyu kazısı kontrol
hand.thumbsdown.fill,Deneme
hare.fill,Evden çık
hare.fill,Yataktan çıkış
headphones,Ara
headphones,Dinlenme
headphones,Muzo dinlegol
heart.fill,Bildirimleri cevapla
heart.fill,Free Time
heart.fill,Günlük sadaka
heart.fill,Kişisel Bakım Yap
heart.fill,Kuran Zikir
heart.fill,LOVE
heart.fill,Masa lambası ve kitap gelecek
heart.fill,Mola
heart.fill,Namaz
hourglass,BOŞ
hourglass,Free time
hourglass,Hazırlık
house.fill,Bulaşık/ Çamaşır Makinesi Kontrolü
house.fill,"Evi Topla, Temizle ve Bulaşık Yıka"
house.fill,Odaları süpür
house.fill,Çamaşır yıka
house.fill,Ütü yap
keyboard,Bilgisayar işleri hallet💻
leaf.fill,Biyoloji (konu)
leaf.fill,Sabah Sporunu Yap
leaf.fill,Yemek ye
leaf.fill,Yoga
leaf.fill,orgu/ podcast
leaf.fill,✨İroş Kitap Oku!
lightbulb.fill,AYT Fizik Manyetizma Çalış
link,Ali Bozkurt marmaris itiraz dilekçesi için aranacak
location.fill,7. Saat 1/C
magnifyingglass,Fizik Çöz
map.fill,Günün ve Yemeğin Planlaması
map.fill,Günün ve Yemeğin Planlanması
map.fill,Valiz Hazırla
mdi.alcohol,Boş zaman
mdi.alcohol,Zencefil shot iç
mdi.bike,Bisiklet
mdi.bike,Gez
mdi.bus,Yol
mdi.couch,Dinlenme
mdi.couch,EV/ODA İŞLERİ
mdi.couch,Ev süpürme
mdi.couch,Evin Toplanması
mdi.couch,Temizlik
mdi.ev.station,Duş/kahvaltı
mdi.gas.station,Tuvtürk maslak
mdi.instagram,Sosyal Medya Paylaşmımlarını Kontrol Et
mdi.pharmacy,Dişçiye gidilecek
mdi.pharmacy,Kan kontrolü
mdi.pharmacy,Rapor ve ilaçları al
mdi.pharmacy,Su iç!
mdi.pharmacy,ilac yazdir!
mdi.relax,Biyoloji çalış
mdi.relax,Dinlen
mdi.relax,Gözlük specsavers
mdi.relax,Günlük cüz dinlemesi
mdi.relax,Meditasyon
mdi.relax,Namaz
mdi.relax,Strech
mdi.relax,Tohum siparişi
mdi.relax,cilt bakımı yap!🧖🏻‍♀️
mdi.running,10 Dakika Yürü
mdi.running,Hazırlan
mdi.running,Hit Kardiyo
mdi.running,Koşu
mdi.running,Koşuya çık
mdi.running,Koşuya çık!
mdi.running,Pantolonu terziden al
mdi.running,Sabah sporu
mdi.running,Spor
mdi.running,Spor yap
mdi.running,Yürüyüş
mdi.running,Yürüyüşe çık
mdi.running,spor
mdi.running,spor yap!🏋🏻‍♀️
mdi.school,7. Saat 4/B
mdi.school,8. Saat 1/C
mdi.school,Akademik yazma
mdi.school,Borçlar Özel Cevdet Yavuz 3-22 oku
mdi.school,Coğrafya
mdi.school,DERS ÇALIŞMA
mdi.school,Ders çalış
mdi.school,Edebiyat çalış
mdi.school,Elvin Dersane
mdi.school,GÜZ DÖNEMİ SINAVI
mdi.school,IR 306
mdi.school,Kyk Kredisi Geri Ödeme
mdi.school,Kıymetli evrak dersi izle 3 saat
mdi.school,Notlamaya goz at
mdi.school,Okul
mdi.school,Okula Git
mdi.school,Pratikleri oku
mdi.school,Rapor
mdi.school,Sosyal Politika
mdi.school,Teze Bak
mdi.school,Turkce denemesi
mdi.school,Öyt
mdi.school,Öğle Arası
mdi.school,Üni
mdi.subway,Okula Git
mdi.subway,Okula git.
mdi.twitter,Yatsı Namazı
mdi.twitter,Öğle Namazı
moon.fill,5. Saat 1/B
moon.fill,Et-tekarruf illallah Okumaları
moon.fill,Schlaf gut!
moon.fill,İyi uykular!
moon.zzz.fill,Uyku
moon.zzz.fill,Uyu
moon.zzz.fill,Öğle Arası
moon.zzz.fill,İyi gecelerr
moon.zzz.fill,İyi uykular
moon.zzz.fill,İyi uykular!
music.mic,Müzik dinle
newspaper.fill,AUZEF
newspaper.fill,Admin
newspaper.fill,Haftayı planla
newspaper.fill,Ruhsatları onayla vs
newspaper.fill,Sorularo say
newspaper.fill,Through movement article
newspaper.fill,doktor havale
newspaper.fill,edebiyatarih çalış
newspaper.fill,sskm ogrenci belgesi
noun.coffee,Antrenman öncesi kahve atıştırma
noun.coffee,Ara öğün 1
noun.coffee,Atıştırmalık
noun.coffee,Breakfast
noun.coffee,Cafe di marzano
noun.coffee,Coffee
noun.coffee,Hazırlan-Kahvaltı
noun.coffee,KAHVE DEMLE
noun.coffee,KAHVE makinası temizle
noun.coffee,Kahvaltı
noun.coffee,Kahve
noun.coffee,Kahve Koy
noun.coffee,Kahve iç
noun.coffee,Kahve iç!!
noun.coffee,Kahve yap
noun.coffee,Kitap oku
noun.coffee,Mola
noun.coffee,Su İç
noun.coffee,TEA TİME
noun.coffee,Yeşilçay iç.
noun.coffee,günde bir tane kahve iç!☕️
noun.coffee,kahve yap
noun.coffee,mola
noun.coffee,İftar
noun.meal,Akşam Yemeği
noun.meal,Akşam yemeği
noun.meal,Breakfast
noun.meal,Bıçak Bileme
noun.meal,KAHVALTI
noun.meal,Kahvalti
noun.meal,Kahvaltı
noun.meal,Kahvaltı Et
noun.meal,Kahvaltı Yap
noun.meal,Kahvaltı hazırla
noun.meal,Kahvaltı keyfi
noun.meal,Kahvaltı yap
noun.meal,LUNCH
noun.meal,LUNCH (Dish wash)
noun.meal,Lunch
noun.meal,Meyve ye
noun.meal,YEMEKHANEYE GİT
noun.meal,Yemek
noun.meal,Yemek Vakti
noun.meal,Yemek Ye
noun.meal,Yemek ye
noun.meal,Yemek ye!
noun.meal,Yemek ye.
noun.meal,Yemek-Mola
noun.meal,breakfast
noun.meal,eat yogurt
noun.meal,kahvalti
noun.meal,yemek
noun.meal,Öğle Arası
noun.meal,Öğle Yemeği
noun.meal,Öğle yemeği
noun.meal,Öğlen yemeği
noun.meal,Öğlen yemeği ye
noun.party,6. Saat İngilizce Çalış
noun.party,Katı’ Sanatı derslerim
number,Dilan
number,IT2 VR
number,mgy fonksiyon 1
number,mgy fonksiyon 3
paintbrush.fill,Cleaning
paintbrush.fill,HOME WORKS
paintbrush.pointed.fill,Boyamaya başla
paintbrush.pointed.fill,Bullet Journal
paintbrush.pointed.fill,charcoal
paperclip,Ders yap
pencil.and.outline,Almanca Çalışma
pencil.and.outline,Edebiyat Soru Çözümü
pencil.and.outline,Fonksiyonlarda uygulamalar test çöz
pencil.and.outline,Geometri
pencil.and.outline,Gunu Duzenle
pencil.and.outline,Makale
pencil.and.outline,Paragraf
pencil.and.outline,Soriyel yab
pencil.and.outline,Türkçe
pencil.and.outline,Yazmaya Başla!
pencil.and.outline,fen soriyeli
pencil.and.outline,theorie!🚘
person.2.fill,Can @ Q Espresso
person.2.fill,Emre'ye ayhan beyin gönderdiği dosyayı söyle
person.2.fill,Nilgün hanım toplantı
person.2.fill,Online ders
person.2.fill,SOSYALLEŞME
person.3.fill,Kuran
person.3.fill,Okul
person.3.fill,ivona mesaj
person.fill,Hızlı okuma pratiği
person.fill,Nazim
person.fill,Nilüfer Yüce 11B
person.fill,Petek ile görüş
person.fill,Pray time
person.fill,Səid
person.fill,Şaziye ile görüş
person.fill,Şura ile görüş
phone.fill,Dilamed Başakşehiri ara
phone.fill,Yusufu ara
phone.fill,babanemi ara
photo.fill,Topdan İnşaat
pianokeys,Necibe kurs
pills.fill,Acnetrent
pills.fill,Centrum Multivitamin
pills.fill,Ilaclar
pills.fill,Su ve ilac
pills.fill,TAKE VITAMINS
pills.fill,Vitaminlerini iç
pills.fill,İlacını iç
pills.fill,İlaç
pills.fill,İlaç İçilmesi
pin.fill,Geometri çöz
pin.fill,Paragraf çöz
pin.fill,Problem çöz
pin.fill,TED-X
play.rectangle.fill,Belfast
play.rectangle.fill,CODA
play.rectangle.fill,Ders konularono gozden gecor
play.rectangle.fill,Dizi izle
play.rectangle.fill,Mola!!
play.rectangle.fill,Tyt kampı 2.gün izle
play.rectangle.fill,video izle
power,Geometri
power,Kapat kendini
power,Relaxing
printer.fill,"Ders çalışma programını düzenle, kırtasiyeye yazdırmaya git"
questionmark,Dershanede soru çözümü
shippingbox.fill,Kargo
shippingbox.fill,Mango iadesi
signature,AYT Mat Soru Çözüm
signature,AYT Matematik LTİ SÇ
signature,Ders çalış matematik
signature,Kuru kayısı almayı unutma
signature,Problemler
signature,Türkçe Noktalama işaretleri Not Çıkarma
smiley.fill,Didem
smiley.fill,Uyan-Tuvalet-Su İç
smiley.fill,Yüz bakımı
smiley.fill,Zsófia’yla zaman geçirmek
speedometer,Mola
speedometer,Öğün hazırlama
star.fill,canta hazirla
star.fill,is basvuru (yildizli)
stethoscope,Bel bandajını değiştir
stethoscope,Biyoloji
stethoscope,Biyoloji çalış
stethoscope,Klinik
stopwatch.fill,Mola
stopwatch.fill,Paragraf çöz
sun.max.fill,Serbest Zaman
sun.max.fill,Spor
sun.max.fill,Uyan
sun.max.fill,Uyan!
sun.max.fill,uyan🧡
sunrise.fill,Sabah Namazı
sunrise.fill,Sabah Rutini
sunrise.fill,Sabah Sporunu Yap
sunrise.fill,Uyan!
sunset.fill,Akşam Namazı
sunset.fill,Gece Rutini
sunset.fill,Sabah Rutini
tag.fill,E-TİCARET
text.badge.checkmark,DAY OF PLAN
text.badge.checkmark,Günün Planını Kontrol Et
text.badge.checkmark,Hazırlan + Okul
text.badge.checkmark,Kütüphaneye kitapları ver
text.badge.checkmark,Yapılacaklar
text.badge.checkmark,ders çalış.📚
text.badge.checkmark,paragraf ve problem
text.badge.checkmark,çamaşır yıka
text.badge.checkmark,İngilizce eksiklerini yap
timer,AYT Mat Deneme
tortoise.fill,AED
tortoise.fill,Biyoloji (Hangisini istersen)
tortoise.fill,KENDINE GEL
tortoise.fill,Menenjit Meningokoksemi
tortoise.fill,Mola
tortoise.fill,exercise
tram.fill,Evden çıkış
tram.fill,Ulaşım
trash.fill,Çöpleri at
tv.fill,Dizi İzle
tv.fill,Film Gecesi
tv.fill,Mail - Mesaj - Çalışma
tv.fill,Mola
tv.fill,Sunuma Çalış
tv.fill,The office izle
tv.fill,Çalış !
tv.fill,Çalışma
tv.fill,Çalışma - Yemek
umbrella.fill,9. Saat Dinlen
video.fill,Hazırlan reels için
video.fill,Kombinleri yap çek mağazada
wand.and.stars,Giyin
wand.and.stars,Hazırlan
wand.and.stars,Led Lamba tamir verilecek
wand.and.stars,Yatmaya hazırlan
wand.and.stars,mat proje + ing konu sec
wand.and.stars,mutfağı topla!🧽
wifi,telefon.💬
wind,Dinlen
wind,Hazırlanma
wind,Nefes Egzersizi
x.squareroot,AYT Matematik (test)
x.squareroot,AYT Matematik Çöz
x.squareroot,Geometri Çalış
x.squareroot,HM2 VR
x.squareroot,Matematik
x.squareroot,Matematik bikgi sarmal
x.squareroot,Matematik konu videosu ve soru çözümü
x.squareroot,Matematik çalış
x.squareroot,Math update 14/15 th test
x.squareroot,Maths
x.squareroot,Maths lesson
x.squareroot,Neva ile Ders
x.squareroot,Soriyel yapgill
xmark.octagon.fill,Okul
zzz,Gece Rutini
zzz,Mola
zzz,Uykuya hazırlan
zzz,Uykuya hazırlık
zzz,uyu!
